Page,Key,English,Arabic (Current),Arabic (Corrected),Notes
portal:crmGateway,footerLink,Dynamic NFC,Dynamic NFC,,
portal:crmGateway,homeBtn,Home,الرئيسية,,
portal:crmGateway,howDesc,Transform every buyer touchpoint into personalized engagement,حوِّل كل نقطة تواصل مع المشتري إلى تفاعل مُخصَّص,,
portal:crmGateway,howTitle,How Dynamic NFC Works,آلية عمل Dynamic NFC,,
portal:crmGateway,langBtn,العربية,English,,
portal:crmGateway,s1d,"Buyer taps their phone on an NFC-enabled surface at the sales center, model unit, or marketing material.",ينقر المشتري بهاتفه على سطح مُزوَّد بتقنية NFC في مركز المبيعات، أو الوحدة النموذجية، أو المواد التسويقية.,,
portal:crmGateway,s1t,Tap to Connect,انقر للاتصال,,
portal:crmGateway,s2d,"System identifies returning buyers or captures new leads, routing them to their personalized portal.",يتعرَّف النظام على المشترين العائدين أو يلتقط بيانات العملاء الجدد، ويُوجِّههم إلى بوابتهم المُخصَّصة.,,
portal:crmGateway,s2t,Instant Recognition,تعرُّف فوري,,
portal:crmGateway,s3d,"Content dynamically adapts to buyer preferences, showing relevant units, pricing, and amenities.",يتكيَّف المحتوى ديناميكياً مع تفضيلات المشتري لعرض الوحدات والأسعار والمرافق الأنسب.,,
portal:crmGateway,s3t,Tailored Experience,تجربة مُصمَّمة خصيصاً,,
portal:crmGateway,s4d,"Every interaction feeds the analytics dashboard, enabling sales teams to prioritize and personalize follow-ups.",كل تفاعل يُغذّي لوحة التحليلات، مما يُمكِّن فِرَق المبيعات من تحديد الأولويات وتخصيص المتابعات.,,
portal:crmGateway,s4t,Track & Optimize,تتبَّع وحسِّن,,
portal:crmGateway,sectionPortals,Demo Portals,البوابات التجريبية,,
portal:crmGateway,stat1l,Higher Engagement,تفاعل أعلى,,
portal:crmGateway,stat1v,47%,٤٧٪,,
portal:crmGateway,stat2l,Conversion Rate,معدل التحويل,,
portal:crmGateway,stat2v,3.2×,٣.٢×,,
portal:crmGateway,stat3l,Analytics,تحليلات,,
portal:crmGateway,stat3v,Real-time,لحظي,,
portal:crmGateway,tagline,Dynamic NFC CRM Technology Demo,عرض تقنية إدارة علاقات العملاء من Dynamic NFC,,
portal:crmGateway,tech1,NFC Technology,تقنية NFC,,
portal:crmGateway,tech2,QR Code Fallback,رمز QR احتياطي,,
portal:crmGateway,tech3,AI Personalization,تخصيص بالذكاء الاصطناعي,,
portal:crmGateway,tech4,CRM Integration,تكامل مع نظام إدارة العملاء,,
portal:crmGateway,title,Personalized Buyer Experiences,تجارب شراء مُخصَّصة,,
portal:crmGateway,title2,Powered by NFC,مدعومة بتقنية NFC,,
portal:dashboard,actBookViewing,Book a Viewing,حجز معاينة,,
portal:dashboard,actDownloadBrochure,Download Brochure,تحميل الكتيّب,,
portal:dashboard,actRequestPayment,Request Payment Plan,طلب خطة الدفع,,
portal:dashboard,actRequestPricing,Request Pricing,طلب التسعير,,
portal:dashboard,actionPerformance,Action Performance,أداء الإجراءات,,
portal:dashboard,active,Active,نشطة,,
portal:dashboard,activeAlerts,Active Alerts,التنبيهات الفعّالة,,
portal:dashboard,alertComparing,Comparing Plans,مقارنة المخططات,,
portal:dashboard,alertFamily,Family Buyer,مشترٍ عائلي,,
portal:dashboard,alertHighIntent,High Intent,نية شراء عالية,,
portal:dashboard,alertPricing,Pricing Interest,اهتمام بالتسعير,,
portal:dashboard,alerts,Alerts,التنبيهات,,
portal:dashboard,allTraffic,All traffic,جميع الزيارات,,
portal:dashboard,allTrafficCombined,All traffic combined,إجمالي جميع الزيارات,,
portal:dashboard,analytics,Analytics,التحليلات,,
portal:dashboard,atRisk,AT RISK,معرّض للخسارة,,
portal:dashboard,autoSuggested,Auto-suggested based on VIP behavior,مقترحة تلقائيًا بناءً على سلوك العميل المميز,,
portal:dashboard,available,Available,متاح,,
portal:dashboard,avgLeadScore,Avg Lead Score,متوسط تقييم العملاء,,
portal:dashboard,badgeVipStd,VIP + Standard · Non-linear,مميز + عادي · غير خطي,,
portal:dashboard,bookedViewing,Booked Viewing,حجز معاينة,,
portal:dashboard,bulkOps,Bulk operations,عمليات جماعية,,
portal:dashboard,callScript,Call Script,نص المكالمة,,
portal:dashboard,campaign,Campaign,الحملة,,
portal:dashboard,campaigns,Campaigns,الحملات,,
portal:dashboard,campaignsDesc,VIP cards are issued as premium invitations linked to a campaign for tracking and reporting.,تُصدر بطاقات العملاء المميزين كدعوات حصرية مرتبطة بحملة تسويقية لأغراض التتبع وإعداد التقارير.,,
portal:dashboard,card,Card,البطاقة,,
portal:dashboard,cardIssuance,VIP card issuance linked to campaigns,إصدار بطاقات العملاء المميزين المرتبطة بالحملات,,
portal:dashboard,channelMix,Channel Mix,توزيع القنوات,,
portal:dashboard,chartAnonymous,Anonymous,مجهول,,
portal:dashboard,chartRegistered,Registered,مسجّل,,
portal:dashboard,chartVip,VIP,مميز,,
portal:dashboard,close,Close,إغلاق,,
portal:dashboard,comparisons,Comparisons,المقارنات,,
portal:dashboard,conversionFunnel,Conversion Funnel,مسار التحويل,,
portal:dashboard,createVip,+ Create VIP,+ إنشاء عميل مميز,,
portal:dashboard,createVipDesc,Sales rep assigns a card and links a campaign. VIP ID will be generated.,يقوم مندوب المبيعات بتعيين بطاقة وربطها بحملة. سيُنشأ معرّف العميل المميز تلقائيًا.,,
portal:dashboard,createVipNote,"By issuing a VIP card, the prospect receives a premium invitation box stating private access. This supports consent and premium positioning.",عند إصدار بطاقة مميزة، يتلقى العميل المحتمل صندوق دعوة حصريًا يمنحه صلاحية وصول خاصة. يدعم ذلك مبدأ الموافقة ويعزز المكانة المتميزة.,,
portal:dashboard,createVipSubmit,Create VIP,إنشاء عميل مميز,,
portal:dashboard,createVipTitle,Create VIP,إنشاء عميل مميز,,
portal:dashboard,dAgo,d ago,ي,,
portal:dashboard,dailySalesCockpit,Daily sales cockpit,لوحة قيادة المبيعات اليومية,,
portal:dashboard,dataBoundaries,Data Boundaries,حدود البيانات,,
portal:dashboard,daysIdle,Days Idle,أيام الخمول,,
portal:dashboard,decayedScore,Decayed Score,التقييم المُضمحل,,
portal:dashboard,downloaded,Downloaded,حمّل الكتيّب,,
portal:dashboard,dropOff,drop-off,معدل الانسحاب,,
portal:dashboard,emailHighIntent,Email All High Intent VIPs,مراسلة جميع العملاء المميزين ذوي النية العالية,,
portal:dashboard,emailSnippet,Email Snippet,نموذج البريد الإلكتروني,,
portal:dashboard,engagementOverTime,Engagement Over Time,التفاعل عبر الزمن,,
portal:dashboard,envBadge,Al Noor Residences,نور ريزيدنسز,,
portal:dashboard,eventsTracked,events tracked,حدث مُسجَّل,,
portal:dashboard,execDesc,Conversions are identical for VIP and Standard traffic. The only difference is identity. VIP has vip_id enabling 1-to-1 outreach; Standard uses anon_id for segment marketing.,معدلات التحويل متطابقة بين زيارات العملاء المميزين والزيارات العادية. الفارق الوحيد هو الهوية: العميل المميز يحمل معرّفًا فريدًا يتيح التواصل المباشر، بينما الزائر العادي يحمل معرّفًا مجهولًا يُستخدم في التسويق القطاعي.,,
portal:dashboard,execView,Executive View,العرض التنفيذي,,
portal:dashboard,exportPriorityList,Export Priority List,تصدير قائمة الأولويات,,
portal:dashboard,feedAll,All,الكل,,
portal:dashboard,feedRegistered,Registered,مسجّل,,
portal:dashboard,feedVip,VIP,مميز,,
portal:dashboard,filterAll,All,الكل,,
portal:dashboard,floorHigh,High (9-12),مرتفع (9-12),,
portal:dashboard,floorLow,Low (1-4),منخفض (1-4),,
portal:dashboard,floorMid,Mid (5-8),متوسط (5-8),,
portal:dashboard,guardrailDesc,"Do not say you tracked them. Say you are following up on their private invitation and can help with pricing, viewing, and payment options.",لا تذكر أنك تتبّعت نشاطهم. أخبرهم أنك تتابع دعوتهم الخاصة ويمكنك مساعدتهم في التسعير والمعاينة وخيارات الدفع.,,
portal:dashboard,guardrailLabel,Guardrail:,ضابط السلوك:,,
portal:dashboard,guidance,Guidance,الإرشادات,,
portal:dashboard,guideLowClicks,Low clicks ≠ low demand,النقرات القليلة لا تعني طلبًا منخفضًا,,
portal:dashboard,guideLowClicksDesc,"Improve media, naming, and clarity before changing price.",حسّن الوسائط والتسميات والوضوح قبل تعديل الأسعار.,,
portal:dashboard,guideMvp,MVP guardrail,ضوابط المنتج الأولي,,
portal:dashboard,guideMvpDesc,"Dashboard exists to increase booked viewings, not analytics for analytics.",لوحة المعلومات موجودة لزيادة حجوزات المعاينة، وليس لإجراء تحليلات بلا هدف.,,
portal:dashboard,guidePricing,Pricing signals = follow-up signals,إشارات التسعير تعني إشارات متابعة,,
portal:dashboard,guidePricingDesc,For VIP: call with payment plan. For Standard: add pricing CTA.,للعميل المميز: اتصل واعرض خطة الدفع. للزائر العادي: أضف زر طلب التسعير.,,
portal:dashboard,hAgo,h ago,س,,
portal:dashboard,headerSub,VIP Behavioral Intelligence,الذكاء السلوكي لكبار العملاء,,
portal:dashboard,headerTitle,Al Noor Residences,نور ريزيدنسز,,
portal:dashboard,heat1br,1BR,غرفة نوم واحدة,,
portal:dashboard,heat2br,2BR,غرفتا نوم,,
portal:dashboard,heat3br,3BR,3 غرف نوم,,
portal:dashboard,heatPenthouse,Penthouse,بنتهاوس,,
portal:dashboard,help,Help,المساعدة,,
portal:dashboard,highPrioritySignals,High-priority VIP signals,إشارات ذات أولوية عالية,,
portal:dashboard,hotLeads,Hot Leads,عملاء محتملون نشطون,,
portal:dashboard,howThisWorks,How This Works,آلية العمل,,
portal:dashboard,justNow,just now,الآن,,
portal:dashboard,keepSimple,"Keep it simple, secure, and compliant",حافظ على البساطة والأمان والامتثال,,
portal:dashboard,keyRule,Key Rule:,القاعدة الأساسية:,,
portal:dashboard,keyRuleDesc,The actions are shared and non-linear. The only difference between VIP and Standard is identity and how you activate follow-up.,الإجراءات مشتركة وغير خطية. الفارق الوحيد بين المميز والعادي هو الهوية وآلية تفعيل المتابعة.,,
portal:dashboard,kpi1,Primary KPI: Booked Viewings uplift,المؤشر الرئيسي: ارتفاع حجوزات المعاينة,,
portal:dashboard,kpi2,Time-decay scoring (7d half-life),التقييم بالاضمحلال الزمني (نصف عمر 7 أيام),,
portal:dashboard,kpi3,"Shared actions: Book, Pricing, Payment Plan, Brochure",الإجراءات المشتركة: حجز، تسعير، خطة دفع، كتيّب,,
portal:dashboard,lastSeen,Last seen,آخر ظهور,,
portal:dashboard,lblCampaign,Campaign,الحملة,,
portal:dashboard,lblCardId,Card ID,رقم البطاقة,,
portal:dashboard,lblEmail,Email,البريد الإلكتروني,,
portal:dashboard,lblFullName,Full name,الاسم الكامل,,
portal:dashboard,lblPhone,Phone,رقم الهاتف,,
portal:dashboard,lblPrefLang,Preferred language,اللغة المفضلة,,
portal:dashboard,leadPipeline,Lead Pipeline,مسار العملاء المحتملين,,
portal:dashboard,leadScore,Lead Score,تقييم العميل,,
portal:dashboard,liveActivityFeed,Live Activity Feed,سجل النشاط المباشر,,
portal:dashboard,liveDemo,Live Demo,عرض تجريبي مباشر,,
portal:dashboard,mAgo,m ago,د,,
portal:dashboard,mAnonSessions,Anonymous,المجهولون,,
portal:dashboard,mAnonSub,Standard web traffic,زوّار الموقع العاديون,,
portal:dashboard,mBookedViewings,Booked Viewings,حجوزات المعاينة,,
portal:dashboard,mConvSub,All shared actions,جميع الإجراءات المشتركة,,
portal:dashboard,mLeadCaptureRate,Lead Capture Rate,معدل استقطاب العملاء المحتملين,,
portal:dashboard,mLeadCaptureSub,Anonymous → Lead conversion,تحويل الزائر المجهول إلى عميل محتمل,,
portal:dashboard,mRegSessions,Registered,المسجّلون,,
portal:dashboard,mRegSub,Marketplace sign-ups,المسجّلون عبر السوق العقاري,,
portal:dashboard,mTimeToAction,Time to First Action,الوقت حتى أول إجراء,,
portal:dashboard,mTimeToActionSub,Avg mins from tap to first view,متوسط الدقائق من النقر حتى أول مشاهدة,,
portal:dashboard,mTotalConversions,Conversions,التحويلات,,
portal:dashboard,mViewingVelSub,Avg days to first booking,متوسط الأيام حتى أول حجز,,
portal:dashboard,mViewingVelocity,Viewing Velocity,سرعة المعاينة,,
portal:dashboard,mVipConvLift,VIP Conversion Lift,ارتفاع تحويل العملاء المميزين,,
portal:dashboard,mVipConvLiftSub,VIP vs Standard booking rate,مقارنة معدل الحجز: مميز مقابل عادي,,
portal:dashboard,mVipSessions,VIP Sessions,جلسات العملاء المميزين,,
portal:dashboard,mVipSub,Person known via NFC,عميل معروف عبر بطاقة NFC,,
portal:dashboard,mvpControls,MVP controls,ضوابط المنتج الأولي,,
portal:dashboard,mvpLock,MVP Lock,قفل المنتج الأولي,,
portal:dashboard,navAnalytics,Analytics,التحليلات,,
portal:dashboard,navCampaigns,Campaigns,الحملات,,
portal:dashboard,navLoginPortal,Login Portal,بوابة تسجيل الدخول,,
portal:dashboard,navMarketplace,Marketplace,السوق العقاري,,
portal:dashboard,navOverview,Overview,نظرة عامة,,
portal:dashboard,navPriority,Priority VIP,أولوية العملاء المميزين,,
portal:dashboard,navSettings,Settings,الإعدادات,,
portal:dashboard,navUnits,Units & Plans,الوحدات والمخططات,,
portal:dashboard,navVipCrm,VIP CRM,إدارة العملاء المميزين,,
portal:dashboard,navVipPortal,VIP Portal,بوابة العملاء المميزين,,
portal:dashboard,nextBestActions,Next Best Actions,الإجراءات التالية المُوصى بها,,
portal:dashboard,outOfScope,Out of scope for current phase,خارج نطاق المرحلة الحالية,,
portal:dashboard,outreachBtn,Outreach,تواصل,,
portal:dashboard,outreachDesc,"1-to-1 outreach. Concierge tone. Reference interest signals, not surveillance.",تواصل فردي بأسلوب الضيافة الراقية. أشِر إلى إشارات الاهتمام، لا إلى المراقبة.,,
portal:dashboard,paused,Paused,متوقفة مؤقتًا,,
portal:dashboard,personKnown,Person known,عميل معروف الهوية,,
portal:dashboard,pricingSignal,Pricing Signal,إشارة اهتمام بالتسعير,,
portal:dashboard,prioritySortedDesc,Sorted by time-decayed score. Recency-weighted: recent actions rank higher.,مرتبة وفق التقييم المُضمحل زمنيًا. الإجراءات الأحدث تحظى بترجيح أعلى.,,
portal:dashboard,priorityVipList,Priority VIP List,قائمة أولويات العملاء المميزين,,
portal:dashboard,promoteToVip,Promote to VIP,ترقية إلى عميل مميز,,
portal:dashboard,propertyDemandHeatmap,Property Demand Heatmap (Live),خريطة الطلب العقاري (مباشرة),,
portal:dashboard,quickActions,Quick Actions,إجراءات سريعة,,
portal:dashboard,realtimeInteractions,Real-time portal interactions,التفاعلات الفورية على البوابة,,
portal:dashboard,reissueLink,Reissue Link,إعادة إصدار الرابط,,
portal:dashboard,reminderLabel,Reminder:,تذكير:,,
portal:dashboard,reminderText,"VIP actions are for 1-to-1 outreach (call, SMS, email). Standard actions are for segment marketing.",إجراءات العملاء المميزين مخصّصة للتواصل الفردي (اتصال، رسالة نصية، بريد إلكتروني). الإجراءات العادية مخصّصة للتسويق القطاعي.,,
portal:dashboard,repeatViews,Repeat Views,الزيارات المتكررة,,
portal:dashboard,requestedPricing,Requested Pricing,طلب التسعير,,
portal:dashboard,reserved,Reserved,محجوز,,
portal:dashboard,resetDemo,Reset Demo,إعادة تعيين العرض,,
portal:dashboard,residenceAnalytics,Residence engagement analytics,تحليلات التفاعل مع الوحدات السكنية,,
portal:dashboard,s1,VIP tracking requires explicit invitation via physical NFC card.,تتبع العملاء المميزين يتطلب دعوة صريحة عبر بطاقة NFC فعلية.,,
portal:dashboard,s2,Standard tracking remains anonymous and cohort-based.,التتبع العادي يبقى مجهول الهوية وقائمًا على المجموعات.,,
portal:dashboard,s3,Role-based access: sales reps see only assigned VIPs.,صلاحيات الوصول قائمة على الأدوار: يرى كل مندوب عملاءه المميزين فقط.,,
portal:dashboard,s4,Magic links must expire and support revoke/reissue.,الروابط السحرية يجب أن تنتهي صلاحيتها مع دعم الإلغاء وإعادة الإصدار.,,
portal:dashboard,s5,"Out of scope: dynamic pricing, automation workflows, WhatsApp, CRM replacement.",خارج النطاق: التسعير الديناميكي، سير العمل الآلي، واتساب، استبدال نظام إدارة العملاء.,,
portal:dashboard,s6,Event types: page_view and cta_click only.,أنواع الأحداث المعتمدة: مشاهدة الصفحة والنقر على الإجراء فقط.,,
portal:dashboard,s7,"CTA names fixed: book_viewing, request_pricing, request_payment_plan, download_brochure.",أسماء الإجراءات ثابتة: حجز معاينة، طلب تسعير، طلب خطة دفع، تحميل كتيّب.,,
portal:dashboard,s8,Success metric: booked viewings uplift.,مقياس النجاح: ارتفاع حجوزات المعاينة.,,
portal:dashboard,salesRep,Sales Rep,مندوب المبيعات,,
portal:dashboard,salesTrigger,Sales Trigger,محفّز المبيعات,,
portal:dashboard,scoreBand0,0-20 Cold,0-20 بارد,,
portal:dashboard,scoreBand20,20-40 Warm,20-40 دافئ,,
portal:dashboard,scoreBand40,40-60 Engaged,40-60 مهتم,,
portal:dashboard,scoreBand60,60-80 Hot,60-80 نشط,,
portal:dashboard,scoreBand80,80+ Ready,80+ جاهز للشراء,,
portal:dashboard,scoreDistSub,Pipeline health across all contacts,مؤشر صحة خط المبيعات عبر جميع جهات الاتصال,,
portal:dashboard,scoreDistribution,Lead Score Distribution,توزيع تقييمات العملاء,,
portal:dashboard,scoredContacts,Scored contacts across all channels,جهات اتصال مُقيَّمة عبر جميع القنوات,,
portal:dashboard,selectVipPrompt,"Select a VIP from the directory to view their behavioral timeline, intent signals, and suggested outreach.",اختر عميلًا مميزًا من الدليل لعرض الجدول الزمني السلوكي وإشارات النية واقتراحات التواصل.,,
portal:dashboard,settings,Settings,الإعدادات,,
portal:dashboard,sharedConversions,Shared Conversion Actions,إجراءات التحويل المشتركة,,
portal:dashboard,sold,Sold,مُباع,,
portal:dashboard,standardVip,Standard + VIP,عادي + مميز,,
portal:dashboard,stdTraffic,Standard Traffic,الزيارات العادية,,
portal:dashboard,stdTrafficDesc,"Enters via Ads, SEO, Direct. Identity unknown via anon_id. Use segments and content to optimize marketing.",يدخل عبر الإعلانات أو محركات البحث أو مباشرةً. الهوية مجهولة. استخدم الشرائح والمحتوى لتحسين التسويق.,,
portal:dashboard,thAction,Action,الإجراء,,
portal:dashboard,thAlerts,Alerts,التنبيهات,,
portal:dashboard,thDaysIdle,Idle,الخمول,,
portal:dashboard,thFloor,Floor,الطابق,,
portal:dashboard,thLastSeen,Last Seen,آخر ظهور,,
portal:dashboard,thLeadScore,Lead Score,التقييم,,
portal:dashboard,thName,Name,الاسم,,
portal:dashboard,thPrice,Price,السعر,,
portal:dashboard,thStatus,Status,الحالة,,
portal:dashboard,thTopTower,Top Tower,البرج الأعلى اهتمامًا,,
portal:dashboard,thTower,Tower,البرج,,
portal:dashboard,thTrigger,Trigger,المحفّز,,
portal:dashboard,thType,Type,النوع,,
portal:dashboard,thUnitId,Unit ID,رقم الوحدة,,
portal:dashboard,thVip,VIP,مميز,,
portal:dashboard,thVipCode,VIP Code,رمز العميل المميز,,
portal:dashboard,thVipInterest,VIP Interest,اهتمام العملاء المميزين,,
portal:dashboard,timeline,Timeline,الجدول الزمني,,
portal:dashboard,topPlansByInterest,Top Plans by Interest,أكثر المخططات طلبًا,,
portal:dashboard,totalVisitors,Total Visitors,إجمالي الزوار,,
portal:dashboard,towerInterestDist,Tower Interest Distribution,توزيع الاهتمام حسب الأبراج,,
portal:dashboard,unitPerformance,Unit Performance,أداء الوحدات,,
portal:dashboard,unitsFloorPlans,Units & Floor Plans,الوحدات والمخططات الطابقية,,
portal:dashboard,viewedUnit,Viewed Unit,شاهد وحدة,,
portal:dashboard,vipActivitySummary,VIP Activity Summary,ملخص نشاط العملاء المميزين,,
portal:dashboard,vipCandidate,VIP Candidate,مرشّح للعضوية المميزة,,
portal:dashboard,vipCandidateDesc,Registered users scoring above threshold — issue NFC cards,مستخدمون مسجّلون تجاوزت تقييماتهم الحد الأدنى — يُنصح بإصدار بطاقات NFC لهم,,
portal:dashboard,vipDirectory,VIP Directory,دليل العملاء المميزين,,
portal:dashboard,vipIntentHeatmap,VIP Intent Heatmap (Live),خريطة نوايا العملاء المميزين (مباشرة),,
portal:dashboard,vipOutreach,VIP Outreach,التواصل مع العملاء المميزين,,
portal:dashboard,vipProfiles,VIP Profiles,ملفات العملاء المميزين,,
portal:dashboard,vipTraffic,VIP Traffic,زيارات العملاء المميزين,,
portal:dashboard,vipTrafficDesc,Enters via NFC Magic Link. Identity known via vip_id. Use insights for 1-to-1 outreach. Goal: booked viewings uplift.,يدخل عبر رابط NFC السحري. الهوية معروفة بمعرّف فريد. استخدم الرؤى للتواصل الفردي. الهدف: زيادة حجوزات المعاينة.,,
portal:dashboard,vipVsStandard,VIP vs Standard comparison,مقارنة العملاء المميزين بالعاديين,,
portal:dashboard,whyCallNow,Why call now?,لماذا يجب الاتصال الآن؟,,
portal:dashboard,zeroEngagement,ZERO ENGAGEMENT,بدون تفاعل,,
portal:marketplacePortal,brochureDesc,Your personalized brochure has been prepared with residence details.,تم إعداد كتيبك المخصص مع تفاصيل الوحدة السكنية.,,
portal:marketplacePortal,brochureDownload,Download Brochure PDF,تحميل الكتيب بصيغة PDF,,
portal:marketplacePortal,brochureEmail,Send to Email,إرسال إلى البريد الإلكتروني,,
portal:marketplacePortal,brochureIncludes,Brochure includes:,يتضمن الكتيب:,,
portal:marketplacePortal,brochureItem1,Detailed floor plans & specifications,مخططات طابقية تفصيلية ومواصفات فنية,,
portal:marketplacePortal,brochureItem2,Premium finishes catalog,كتالوج التشطيبات الفاخرة,,
portal:marketplacePortal,brochureItem3,Amenity & lifestyle overview,نظرة شاملة على المرافق وأسلوب الحياة,,
portal:marketplacePortal,brochureItem4,Investment analysis & payment plans,تحليل استثماري وخطط السداد,,
portal:marketplacePortal,brochureItem5,Location & connectivity map,خريطة الموقع والربط بشبكة المواصلات,,
portal:marketplacePortal,brochureReady,Brochure Ready,الكتيب جاهز,,
portal:marketplacePortal,brochureTitle,Digital Brochure,الكتيب الرقمي,,
portal:marketplacePortal,cardDetails,View Details,عرض التفاصيل,,
portal:marketplacePortal,cardGetPricing,Get Pricing,احصل على السعر,,
portal:marketplacePortal,cardRegisterPrice,Register for exact pricing,سجّل للاطلاع على السعر الدقيق,,
portal:marketplacePortal,compareBedrooms,Bedrooms,غرف النوم,,
portal:marketplacePortal,compareCategory,Category,الفئة,,
portal:marketplacePortal,compareEmpty,Add residences to compare using the compare button on unit cards.,أضف وحدات سكنية للمقارنة باستخدام زر المقارنة في بطاقات الوحدات.,,
portal:marketplacePortal,compareFeature,Feature,الميزة,,
portal:marketplacePortal,compareFloor,Floor,الطابق,,
portal:marketplacePortal,comparePrice,Price Range,النطاق السعري,,
portal:marketplacePortal,compareRemoveBtn,Remove,إزالة,,
portal:marketplacePortal,compareSize,Size,المساحة,,
portal:marketplacePortal,compareTitle,Compare Residences,مقارنة الوحدات السكنية,,
portal:marketplacePortal,compareView,View,الإطلالة,,
portal:marketplacePortal,dir,ltr,rtl,,
portal:marketplacePortal,filterAll,All,الكل,,
portal:marketplacePortal,filterBed2,2 Bedrooms,غرفتا نوم,,
portal:marketplacePortal,filterBed3,3 Bedrooms,٣ غرف نوم,,
portal:marketplacePortal,filterPenthouse,Penthouse,بنتهاوس,,
portal:marketplacePortal,floorPlanBalcony,Balcony / Terrace,الشرفة / التراس,,
portal:marketplacePortal,floorPlanBathrooms,Bathrooms,دورات المياه,,
portal:marketplacePortal,floorPlanDisclaimer,Floor plans are indicative and may vary. Actual dimensions confirmed upon handover.,المخططات الطابقية استرشادية وقد تختلف عن الواقع. تُؤكَّد الأبعاد الفعلية عند التسليم.,,
portal:marketplacePortal,floorPlanDownload,Download Floor Plan PDF,تحميل المخطط الطابقي بصيغة PDF,,
portal:marketplacePortal,floorPlanTitle,Floor Plan,المخطط الطابقي,,
portal:marketplacePortal,floorPlanTotalArea,Total Area,المساحة الإجمالية,,
portal:marketplacePortal,footer,Public listing. Prices shown are starting ranges. Register for detailed pricing and availability.,إعلان عام. الأسعار المعروضة هي نطاقات ابتدائية. سجّل للحصول على الأسعار التفصيلية ومعلومات التوفر.,,
portal:marketplacePortal,heroBadge,Now Selling — Phase 2,متاح للبيع الآن — المرحلة الثانية,,
portal:marketplacePortal,heroCta,View Collection,استعرض المجموعة,,
portal:marketplacePortal,heroCtaSecondary,Book a Visit,احجز زيارة,,
portal:marketplacePortal,heroSubtitle,Premium waterfront living in the heart of the city. Explore our collection of exclusive residences from 2 to 4+ bedrooms.,إقامة فاخرة على الواجهة البحرية في قلب المدينة. استكشف مجموعتنا الحصرية من المساكن التي تتراوح بين غرفتَيْ نوم وأكثر من أربع غرف.,,
portal:marketplacePortal,heroTitle,"Vista
Residences","فيستا
ريزيدنسز",,
portal:marketplacePortal,leadFormEmail,Email,البريد الإلكتروني,,
portal:marketplacePortal,leadFormName,Full Name,الاسم الكامل,,
portal:marketplacePortal,leadFormNote,"Your information is protected. No spam, ever.",معلوماتك محمية بالكامل. لن نرسل أي رسائل غير مرغوب فيها.,,
portal:marketplacePortal,leadFormPhone,Phone,رقم الهاتف,,
portal:marketplacePortal,leadFormSubmit,Register & Continue,سجّل واستمر,,
portal:marketplacePortal,leadFormSubtitle,"Register to unlock exact pricing, floor plans, brochures, and priority viewing appointments.",سجّل للاطلاع على الأسعار الدقيقة، والمخططات الطابقية، والكتيبات التعريفية، ومواعيد المعاينة ذات الأولوية.,,
portal:marketplacePortal,leadFormTitle,Get Full Access,احصل على صلاحية الوصول الكامل,,
portal:marketplacePortal,navAccount,My Account,حسابي,,
portal:marketplacePortal,navBrand,Vista Residences,فيستا ريزيدنسز,,
portal:marketplacePortal,navLang,العربية,English,,
portal:marketplacePortal,navRegister,Register / Login,تسجيل / دخول,,
portal:marketplacePortal,paymentDisclaimer,Payment plans subject to approval. Register for personalized terms.,تخضع خطط السداد للموافقة. سجّل للحصول على شروط مخصصة.,,
portal:marketplacePortal,paymentM1,Booking Deposit,عربون الحجز,,
portal:marketplacePortal,paymentM1d,Upon reservation,عند تأكيد الحجز,,
portal:marketplacePortal,paymentM2,First Installment,القسط الأول,,
portal:marketplacePortal,paymentM2d,Within 30 days,خلال ٣٠ يومًا,,
portal:marketplacePortal,paymentM3,Construction 30%,مرحلة الإنجاز ٣٠٪,,
portal:marketplacePortal,paymentM3d,Upon 30% completion,عند اكتمال ٣٠٪ من البناء,,
portal:marketplacePortal,paymentM4,Construction 60%,مرحلة الإنجاز ٦٠٪,,
portal:marketplacePortal,paymentM4d,Upon 60% completion,عند اكتمال ٦٠٪ من البناء,,
portal:marketplacePortal,paymentM5,Handover,التسليم,,
portal:marketplacePortal,paymentM5d,Upon key handover,عند تسليم المفاتيح,,
portal:marketplacePortal,paymentM6,Post-Handover,ما بعد التسليم,,
portal:marketplacePortal,paymentM6d,12 months after handover,١٢ شهرًا بعد التسليم,,
portal:marketplacePortal,paymentMilestones,Payment Milestones,مراحل السداد,,
portal:marketplacePortal,paymentPlan6040,60/40 Plan,خطة ٦٠/٤٠,,
portal:marketplacePortal,paymentPlan6040Desc,60% during construction · 40% on handover,٦٠٪ خلال مرحلة البناء · ٤٠٪ عند التسليم,,
portal:marketplacePortal,paymentPlan7030,70/30 Plan,خطة ٧٠/٣٠,,
portal:marketplacePortal,paymentPlan7030Desc,70% during construction · 30% post-handover (12 months),٧٠٪ خلال مرحلة البناء · ٣٠٪ بعد التسليم (١٢ شهرًا),,
portal:marketplacePortal,paymentRequestCall,Request Payment Consultation,طلب استشارة بشأن خطة السداد,,
portal:marketplacePortal,paymentSubtitle,Flexible payment structure,هيكل سداد مرن,,
portal:marketplacePortal,paymentTitle,Payment Plan,خطة السداد,,
portal:marketplacePortal,paymentTotalPrice,Starting From,يبدأ من,,
portal:marketplacePortal,poweredBy,Powered by,مدعوم من,,
portal:marketplacePortal,registerDone,Registered,مسجّل,,
